TikTok ID,User Verified,Music ID,Music Title,Music Author,Music URL,Video Duration,Play Count
6902010787800370433,False,6703219153760684033,Rocky: Eye of the Tiger,Best Movie Soundtracks,https://sf16-sg.tiktokcdn.com/obj/tos-alisg-v-0000/fada4235f4fa497fa713bb5504b06f12,29,12900000
6889774570367192322,False,6881014724008446726,destroy things goo goo gaga,haillee,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6881014699874405126.mp3,14,1200000
6876835225989664002,False,6750642513641474050,Beast,Rob Bailey & The Hustle Standard,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/1218ae34bc9e1ae8ce99af1f314822c3.m4a,21,1500000
6888753654594145537,False,6859186494620355333,Crazy in Love Aaar Remix,✖️ MUCIO MATA ✖️,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6859186450072701701.mp3,19,3300000
6901670973137898753,False,6899883686385240838,BILLIE JEAN X BOO X F IT UP VMESHBEATS MASHUP,Varoon Ramesh,https://sf16-sign-va.tiktokcdn.com/musically-maliva-obj/6899883627656514310.mp3?x-expires=1608587869&x-signature=q47IDNVscdD%2FAUTKBj3XiRuc63k%3D,15,196900
6888474204623195397,False,6883297755284949765,Where Is The Love?,The Black Eyed Peas,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/c61ccec4090c7c5c6bb14b6e0b84c045.mp3,9,269900
6907692740469902593,False,6897488994930625282,Gods Plan Slowed,︎ ︎,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6897488911778499330.mp3,10,623000
6881662658794294529,False,6594233508997106433,Run free,Deep Chills feat. IVIE,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/1db5aac27382ef3995b16351fd99874d.mp3,11,252600
6889502513469410565,False,6889502554070223622,original sound,helaxy02,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6889502399820598022.mp3,19,326400
6885802277555293441,False,6848661000409991941,origineel geluid,De lama’s🤩,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6848660965983111942.mp3,18,117800
6893192903749913858,False,6841019963529054977,ओरिजिनल साउंड,BROCK LESNAR,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6841019854774995713.mp3,16,26200
6898791307016146177,False,6898791306869738241,origineel geluid,Abdellatif Ouisa ,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6898791235012561666.mp3,40,97900
6886517104871279874,False,6875861846973270789,i feel kinda freeee,Sam Craft,https://sf16-sign-va.tiktokcdn.com/musically-maliva-obj/6875861842556635910.mp3?x-expires=1608587869&x-signature=Ni3VeaCJagfgXJ0GUOG1jMRSP7s%3D,7,59400
6901195423273291009,False,6899533138922670850,ruin our friendship,adam :),https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6899533058857306882.mp3,11,132800
6905831259478461698,False,6689430699490970373,Walk Challenge,Melvyn MAJONA,https://sf16-sign-va.tiktokcdn.com/musically-maliva-obj/1633169711322150.mp3?x-expires=1608587869&x-signature=M%2FMnk%2Be3Ws7zaiKfN8nhOsuoqiY%3D,13,62900
6892756720829893890,False,6892757515344366338,origineel geluid,Twan Uitdewilligen,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6892757517416401665.mp3,8,57200
6904909762027195649,False,6741350433547111169,original sound - Kelum Dissanayake✍️,Kelum Dissanayake✍️,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/1645839324248081.mp3,15,31300
6888254914754006274,False,6824402572225350401,original sound - Cece Ko,Cece Ko 씨씨코,https://sf16-sign-va.tiktokcdn.com/musically-maliva-obj/19ca8d875473bc7726c188a478ef776c.mp3?x-expires=1608587869&x-signature=OwDR3k5dQ4n3UUx7qRVkRpNLR4I%3D,9,43700
6903552918159379713,False,6903552912107080450,origineel geluid,Jeanet,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6903552882730322690.mp3,15,126400
6894393861238557954,False,6890166736776137474,original sound,💖පිස්සු කොල්ලා💖,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6890166674692115202.mp3,14,10600
6877530962742217985,True,249980696029483008,Freestyler,Bomfunk MC's,https://sf77-sg.tiktokcdn.com/obj/iesmusic-sg-local/v1/h/eb06d22a8d25a91540dd30ba87b24e45,13,2700000
6884265711980645634,True,6816680161149258501,original sound,Thomas Brok (Tom),https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1664228306247733.mp3,6,2400000
6893183413965147394,False,6818217783818521350,Originalton,suneysounds,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1664606737205302.mp3,15,31800
6885774617479302402,False,222529058650066944,Superman,Goldfinger,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/bb15a8fc624730de8e2e6978ed6fdf88.mp3,7,58900
6899811757322194177,False,6899811766931606274,original sound,F1 moments,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6899811725172886274.mp3,25,58300
6882598038947286274,False,6825315816469662469,original sound,ULISSESWORLD,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/7c4e869cd3bcec1482987d6ade83a674.mp3,30,202400
6894926988453186817,False,6657098817701251845,Shh (Young Fanatic),Jessika Farrell,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1626030760564757.mp3,11,103600
6895741298297359617,False,6895741310410459906,original sound,F1 moments,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6895741267754502914.mp3,15,331900
6903050763124215042,False,6892406271707089666,som original,djlucasbeat,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6892406166907849474.mp3,13,48800
6905530005711768833,True,6905529937000712962,original sound,kyle thomas ✌️,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6905529772420483841.mp3,15,1100000
6904391934735944961,False,6799964254343678726,sígueme en javiervillalobostheis,Javier Villalobos ,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1660149029715974.mp3,11,215600
6890553472937200898,False,6873169532932885250,Lilnext_ en Instagram,Lil Next,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6873169461327809281.mp3,11,45500
6881035542830550278,False,6881035588837886726,original sound,Tim Thebodeau,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6881035557481319173.mp3,17,71400
6886011511391718657,False,6886011508921289474,original sound,Jesus,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6886011455359961858.mp3,23,148200
6908031436243225858,False,6799762234638600193,Drip Like ME,Kenndog,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/ee37bc81b65a0d809c69bcf7f56e4ff6.mp3,9,5400000
6886383962885737730,False,6886383959240870657,original sound,♥️🥀شیزی🥀♥️,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6886383894287960833.mp3,18,6893
6882817271899770114,False,6882817265251715841,original sound,wajid khan,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6882817198344211201.mp3,13,23100
6880986381309562118,False,6878433202944346885,original sound,Chris Tubbs,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6878433089782172422.mp3,17,166600
6881841137934454017,False,6881627204535454465,original sound,👑Shahsaud 👑,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6881627155829017345.mp3,14,22700
6889769067306061057,False,6763728551373392646,Stupid horse by 100gecs dogwives breakneck remix,𝘼𝙠𝙖𝙯𝙖 𝙎𝙪𝙥𝙧𝙚𝙢𝙖𝙘𝙮,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1651330514035733.mp3,9,50300
6883070138279677186,False,6883070152963918593,original sound,wajid khan,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6883070125184977665.mp3,29,27600
6878668790503116038,False,6878668909306841861,original sound,Deantoni Littleton,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6878668665567464198.mp3,57,102900
6893935935684185346,False,6733070604376737794,Senta no Fazendeiro,Mc Jacare,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/1d1caf03b7fc528192023546a415c901.m4a,13,73600
6881719705028021509,False,6881719743385062149,original sound,JonBezrouch,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6881719542813297414.mp3,55,56800
6904976916437044482,True,6904976912867724034,original sound,kyle thomas ✌️,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6904976895054449409.mp3,59,291200
6880203069192211713,False,6880203070903520002,original sound,Benjamin_Graham,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6880203019812752130.mp3,12,30300
6891396863979769093,False,6891396903313951493,original sound,Chris Wells,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6891396809709636357.mp3,14,101800
6908543785303608581,False,6908543787132324613,original sound,kungfu,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6908543791528020741.mp3,22,3600000
6895420478932946177,False,6790815244194154497,Trampoline,SHAED,https://sf16-sg.tiktokcdn.com/obj/tos-alisg-v-0000/b2dedf205cd94c719cf4dfc15d43e005,26,430100
6899441890677116162,False,6773579616230574854,оригинальный звук,vladveid ,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1653706778386454.mp3,9,167500
6906741890503183621,False,6885394577570679553,original sound,Cleopatra 🧿,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6885394499510569729.mp3,13,21500000
6899784988095499522,False,6896453917249407749,origineel geluid,The voice of Holland,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6896453338133564165.mp3,10,63200
6893189880231283970,False,6862052996918954757,original sound,Daliaa Cedillo,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6862052965910694661.mp3,8,80400
6899791521470778625,False,6622693700801661702,Nightcore Forever She looks so perfect Newk82,Kev,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1616868842979334,15,28700
6900102046876208386,False,6897335231204952837,original sound,Alexandra Karadimas,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6897335027051367173.mp3,21,38400
6889831681469975810,False,6881382384315419394,origineel geluid,Gual Zere & Meritey❤🤦,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6881382307207318273.mp3,15,51300
6878794517391150337,False,6827139849636547334,original sound,Aidan :),https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/c621b429b9f69d6d068657df73b14006.mp3,11,50300
6878601415150062850,False,6878601399702260481,origineel geluid,Vuilnis Boertje!,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6878601324984912641.mp3,10,102600
